id,isDefault
1000575,0.004365287544245966
1028125,0.05517436805287707
1010694,0.00134524693905315
1026712,0.003150899541932698
1002895,0.004737510159849746
1023930,0.43022064015911
1031202,0.06916553043881997
1041065,0.0016979606332750668
1037799,0.040989870652833285
1036385,0.005329134184313827
1028640,0.22778965501830217
1046198,0.002331779059222214
1005902,0.0216397828850657
1001958,0.027265617183608617
1021171,0.0074762751498524144
1018693,0.03027803811098228
1046881,0.02071456863926685
1008394,0.5891058918163339
1039986,0.22987834022603698
1028449,0.4773827578205427
1037670,0.005419283886351023
1030356,0.013172456790520317
1047759,0.3950418691623634
1033422,0.005011415989250827
1041457,0.0024725605877040408
1047669,0.5465559631134198
1013635,0.0018816522889239155
1009911,0.0023090559497854326
1026052,0.029169193904189723
1013010,0.008779344035352339
1000541,0.015642213089497894
1023933,0.014994080415683123
1017173,0.04777395630134185
1010278,0.04475932092296982
1042322,0.011216447833168752
1035083,0.026620984387727673
1017136,0.033624951675815216
1008825,0.0282030937181443
1035744,0.16022497688267207
1019544,0.3698303064945706
1019583,0.42426369626298166
1015244,0.019769142343061208
1001057,0.028726275603929284
1018597,0.017806049307024088
1036106,0.37948465144379856
1021590,0.0009448872217622896
1028479,0.24750698467847568
1022178,0.20843046200995685
1021768,0.04973486898773257
1044905,0.043053176461254686
1018188,0.006227937475369431
1034782,0.09485774335074508
1043358,0.41860510162453557
1012386,0.010045491794566283
1019710,0.5138245829431269
1003882,0.006825284810912871
1041743,0.00772054461208847
1045699,0.31527102995973594
1023722,0.13181648143541558
1005903,0.5136917873457889
1032382,0.21921403063173633
1032769,0.07181203676196343
1016556,0.0779314822873692
1018606,0.006912775467020519
1034996,0.015488176084330221
1030041,0.0010118650672598527
1034236,0.2991113217014229
1027554,0.19001696930792886
1005162,0.13232963456339164
1011175,0.14107605734285733
1033902,0.24269979795205737
1014356,0.544254140642094
1045176,0.41834987452874545
1048152,0.32273993898153375
1026600,0.06983303905229338
1046111,0.5868404347054275
1010478,0.003088706232362131
1019200,0.01228309205080724
1030818,0.007610934334800959
1041083,0.15393933298998388
1020605,0.003430898064037136
1020932,0.643191821009608
1031833,0.010042786521192358
1002413,0.5926915006626585
1015116,0.00042835332481738807
1011414,0.01284875979875283
1032688,0.05894953526605153
1011934,0.3611194937392125
1024629,0.01025713065129791
1033891,0.0023284677223792153
1024842,0.0022315031967645635
1027018,0.009859279898631411
1004702,0.009778418928159923
1009408,0.3004595194495232
1026577,0.020644291346666822
1039347,0.027082327270911727
1027392,0.015043130540979369
1033583,0.4739955299365443
1030357,0.7337305715178649
1036590,0.00047439372678831257
1019761,0.027448715293146794
1011949,0.005687686269200155
1035693,0.020127296555855947
1021378,0.005607768362902148
